ID,Area,City,Restaurant,Avg Spend,Food type
1367,Powai,Mumbai,"80,29,38,88",600,Mughlai
1368,Powai,Mumbai,79,600,Mughlai
1369,Powai,Mumbai,41,1100,Mughlai
1370,Powai,Mumbai,"88,105,65,17",600,Mughlai
1371,Powai,Mumbai,"58,14",300,Mughlai
1372,Powai,Mumbai,"25,72,78,84,103",400,Mughlai
1373,Powai,Mumbai,"11,77,60,111,61",300,Mughlai
1374,Powai,Mumbai,0,400,Mughlai
1375,Powai,Mumbai,"75,105,17,40",1100,Mughlai
1376,Powai,Mumbai,"3,71,64",300,Mughlai
1377,Powai,Mumbai,"93,38,88",100,Mughlai
1378,Powai,Mumbai,"98,40,13,56,11",400,Mughlai
1379,Powai,Mumbai,"20,66,102,92,38",1100,Mughlai
1380,Powai,Mumbai,45100,1100,Mughlai
1381,Powai,Mumbai,"97,11",400,Mughlai
1382,Powai,Mumbai,71,900,Mughlai
1383,Powai,Mumbai,50,400,Mughlai
1384,Powai,Mumbai,"7,51,48,12",100,Mughlai
1385,Powai,Mumbai,"9,87,68,12,43",1100,Mughlai
1386,Powai,Mumbai,"13,78",300,Mughlai
1387,Powai,Mumbai,"102,3,32",900,Mughlai
1388,Powai,Mumbai,"81,12",600,Mughlai
1389,Powai,Mumbai,"94,16,76,78,93",500,Mughlai
1390,Powai,Mumbai,"6,95,34",700,Mughlai
1391,Powai,Mumbai,48,600,Mughlai
1392,Powai,Mumbai,"29,53,97,48,14",800,Mughlai
1393,Powai,Mumbai,"69,30,43",800,Mughlai
1394,Powai,Mumbai,"67,26",900,Mughlai
1395,Powai,Mumbai,"64,46,45",300,Mughlai
1396,Powai,Mumbai,"65,44,19,82,53",300,Mughlai
1397,Powai,Mumbai,"13,73,61",300,Mughlai
1398,Powai,Mumbai,81,1100,Mughlai
1399,Powai,Mumbai,"3,86",800,Mughlai
1400,Powai,Mumbai,"49,19,60,107,97",1000,Mughlai
1401,Powai,Mumbai,"50,38",700,Mughlai
1402,Powai,Mumbai,"9,50",300,Mughlai
1403,Powai,Mumbai,"80,70,32",800,Mughlai
1404,Powai,Mumbai,"61,4",200,Mughlai
1405,Powai,Mumbai,80,600,Mughlai
1406,Powai,Mumbai,9,1000,Mughlai
1407,Powai,Mumbai,"26,49,52,17",300,Mughlai
1408,Powai,Mumbai,"50,10,78",400,Mughlai
1409,Powai,Mumbai,"46,2,40,58,73",700,Mughlai
1410,Powai,Mumbai,"61,5,77,86,83",700,Mughlai
1411,Powai,Mumbai,"60,15,88,74,64",600,Mughlai
1412,Powai,Mumbai,11,800,Mughlai
1413,Powai,Mumbai,"44,90",1000,Mughlai
1414,Powai,Mumbai,113,200,Mughlai
1415,Powai,Mumbai,"30,79,73,46,77",1000,Mughlai
1416,Powai,Mumbai,93,600,Mughlai
1417,Powai,Mumbai,102,500,Mughlai
1418,Powai,Mumbai,"56,29",1100,Mughlai
1419,Powai,Mumbai,"5,25,22,110,14",900,Mughlai
1420,Powai,Mumbai,99,200,Mughlai
1421,Powai,Mumbai,"21,29",500,Mughlai
1422,Powai,Mumbai,"42,89,87",100,Mughlai
1423,Powai,Mumbai,"100,11",1000,Mughlai
1424,Powai,Mumbai,"4,52,71",900,Mughlai
1425,Powai,Mumbai,94102,400,Mughlai
1426,Powai,Mumbai,65,900,Mughlai
1427,Powai,Mumbai,"12,102,87,101",100,Mughlai
1428,Powai,Mumbai,"13,97,56",700,Mughlai
1429,Powai,Mumbai,"62,83,51,82,63",500,Mughlai
1430,Powai,Mumbai,7,1000,Mughlai
1431,Powai,Mumbai,109,200,Mughlai
1432,Powai,Mumbai,"12,107,1,43",500,Mughlai
1433,Powai,Mumbai,"63,41,112,90,46",600,Mughlai
1434,Powai,Mumbai,"100,71,91",300,Mughlai
1435,Powai,Mumbai,"66,49,26",500,Mughlai
1436,Powai,Mumbai,"101,7,106,19,23",1000,Mughlai
1437,Powai,Mumbai,89112,900,Mughlai
1438,Powai,Mumbai,18,1000,Mughlai
1439,Powai,Mumbai,"78,46,84,83",300,Mughlai
1440,Powai,Mumbai,"0,50,106",900,Mughlai
1441,Powai,Mumbai,58106,100,Mughlai
1442,Powai,Mumbai,"110,17,99,24,23",900,Mughlai
1443,Powai,Mumbai,"106,86,104",1100,Mughlai
1444,Powai,Mumbai,"8,11,94,24,102",300,Mughlai
1445,Powai,Mumbai,"29,84",400,Mughlai
1446,Powai,Mumbai,18,1100,Mughlai
1447,Powai,Mumbai,"97,51,87",700,Mughlai
1448,Powai,Mumbai,"96,76,9",100,Mughlai
1449,Powai,Mumbai,"13,62,106,19",300,Mughlai
1450,Powai,Mumbai,"38,96,59,48,15",900,Mughlai
1451,Powai,Mumbai,"59,87,86",700,Mughlai
1452,Powai,Mumbai,"36,24,15,94",200,Mughlai
1453,Powai,Mumbai,"53,1,32,82",800,Mughlai
1454,Powai,Mumbai,59113,400,Mughlai
1455,Powai,Mumbai,"111,20",600,Mughlai
1456,Powai,Mumbai,"108,79,41",400,Mughlai
1457,Powai,Mumbai,45,700,Mughlai
1458,Powai,Mumbai,64,800,Mughlai
1459,Powai,Mumbai,"39,12,69",300,Mughlai
1460,Powai,Mumbai,"41,86",1000,Mughlai
1461,Powai,Mumbai,"20,83",200,Mughlai
1462,Powai,Mumbai,"21,38,56,0",100,Mughlai
1463,Powai,Mumbai,"66,20",800,Mughlai
1464,Powai,Mumbai,7,700,Mughlai
1465,Powai,Mumbai,"30,57,16,87",600,Mughlai
1466,Powai,Mumbai,"10,89,35",700,Mughlai
1467,Powai,Mumbai,"46,6,3,20",500,Mughlai
1468,Powai,Mumbai,"45,72,29,13",1100,Mughlai
1469,Powai,Mumbai,96,400,Mughlai
1470,Powai,Mumbai,"66,57,67",700,Mughlai
1471,Powai,Mumbai,"41,4,49,36,91",1000,Mughlai
1472,Powai,Mumbai,"111,98,104,43,36",300,Mughlai
1473,Powai,Mumbai,"40,6,58",1100,Mughlai
1474,Powai,Mumbai,"69,47,34,52,59",200,Mughlai
1475,Powai,Mumbai,"70,47,41",900,Mughlai
1476,Powai,Mumbai,"15,98,91,30,68",400,Mughlai
1477,Powai,Mumbai,"34,99",1000,Mughlai
1478,Powai,Mumbai,"28,15",400,Mughlai
1479,Powai,Mumbai,"56,45,110",600,Mughlai
1480,Powai,Mumbai,"37,72,42,92,68",1100,Mughlai
1481,Powai,Mumbai,"79,25,41",700,Mughlai
1482,Powai,Mumbai,"50,92,79",100,Mughlai
1483,Powai,Mumbai,100,200,Mughlai
1484,Powai,Mumbai,"58,48,113,94",600,Mughlai
1485,Powai,Mumbai,"92,1,26",800,Mughlai
1486,Powai,Mumbai,"33,94,97",200,Mughlai
1487,Powai,Mumbai,"3,5,103,81,15",300,Mughlai
1488,Powai,Mumbai,"50,80,67,52",200,Mughlai
1489,Powai,Mumbai,56,500,Mughlai
1490,Powai,Mumbai,"109,57,102,29,15",300,Mughlai
1491,Powai,Mumbai,36,800,Mughlai
1492,Powai,Mumbai,23,800,Mughlai
1493,Powai,Mumbai,"47,70,49",500,Mughlai
1494,Powai,Mumbai,"19,90",300,Mughlai
1495,Powai,Mumbai,15,700,Mughlai
1496,Powai,Mumbai,"22,74,13,46,83",400,Mughlai
1497,Powai,Mumbai,"58,17,50,23,70",600,Mughlai
1498,Powai,Mumbai,"96,83",700,Mughlai
1499,Powai,Mumbai,"51,11",600,Mughlai
1500,Powai,Mumbai,"70,90,98,8",800,Mughlai
1501,Powai,Mumbai,"28,7,27,13",900,Mughlai
1502,Powai,Mumbai,"54,3,93,71",1000,Mughlai
1503,Powai,Mumbai,"106,54,17,99",400,Mughlai
1504,Powai,Mumbai,"39,15",800,Mughlai
1505,Powai,Mumbai,109,500,Mughlai
1506,Powai,Mumbai,30111,800,Mughlai
1507,Powai,Mumbai,"57,40,39",800,Mughlai
1508,Powai,Mumbai,60,400,Mughlai
1509,Powai,Mumbai,"55,92,110",600,Mughlai
1510,Powai,Mumbai,"62,36,89",600,Mughlai
1511,Powai,Mumbai,"81,69,45,111,77",700,Mughlai
1512,Powai,Mumbai,"59,68,46,14,51",700,Mughlai
1513,Powai,Mumbai,2,700,Mughlai
1514,Powai,Mumbai,64,200,Mughlai
1515,Powai,Mumbai,"62,32",700,Mughlai
1516,Powai,Mumbai,"14,50",700,Mughlai
1517,Powai,Mumbai,"28,23,5,82",800,Mughlai
1518,Powai,Mumbai,"54,77,91,102",1100,Mughlai
1519,Powai,Mumbai,"84,92",1000,Mughlai
1520,Powai,Mumbai,"30,110,62,23",600,Mughlai
1521,Powai,Mumbai,"80,25,47,15,73",200,Mughlai
1522,Powai,Mumbai,"17,95",200,Mughlai
1523,Powai,Mumbai,"94,50,24",100,Mughlai
1524,Powai,Mumbai,"13,0",200,Mughlai
1525,Powai,Mumbai,"54,22,86,17,98",1000,Mughlai
1526,Powai,Mumbai,"68,77",700,Mughlai
1527,Powai,Mumbai,96,200,Mughlai
1528,Powai,Mumbai,112,800,Mughlai
1529,Powai,Mumbai,"30,108,87",500,Mughlai
1530,Powai,Mumbai,"88,3,103,7,98",400,Mughlai
1531,Powai,Mumbai,84,1100,Mughlai
1532,Powai,Mumbai,87,700,Mughlai
1533,Powai,Mumbai,"69,77",900,Mughlai
1534,Powai,Mumbai,"34,21,62,95",300,Mughlai
1535,Powai,Mumbai,"82,9",1000,Mughlai
1536,Powai,Mumbai,84,600,Mughlai
1537,Powai,Mumbai,26,200,Mughlai
1538,Powai,Mumbai,"17,21",500,Mughlai
1539,Powai,Mumbai,"0,3,110,101",200,Mughlai
1540,Powai,Mumbai,"90,66",100,Mughlai
1541,Powai,Mumbai,"6,76,62",1000,Mughlai
1542,Powai,Mumbai,"63,51",800,Mughlai
1543,Powai,Mumbai,"8,108,84",200,Mughlai
1544,Powai,Mumbai,"75,1,30,12,92",500,Mughlai
1545,Powai,Mumbai,"12,16,38,82",100,Mughlai
1546,Powai,Mumbai,"86,50",700,Mughlai
1547,Powai,Mumbai,"23,87,112,28",200,Mughlai
1548,Powai,Mumbai,"87,9,112",800,Mughlai
1549,Powai,Mumbai,"29,106,42,31,15",800,Mughlai
1550,Powai,Mumbai,"6,64,49",600,Mughlai
1551,Powai,Mumbai,"54,84,112",500,Mughlai
1552,Powai,Mumbai,68,900,Mughlai
1553,Powai,Mumbai,"56,48",300,Mughlai
1554,Powai,Mumbai,"110,108,99",200,Mughlai
1555,Powai,Mumbai,86,300,Mughlai
1556,Powai,Mumbai,16,200,Mughlai
1557,Powai,Mumbai,"51,48,104",300,Mughlai
1558,Powai,Mumbai,1,400,Mughlai
1559,Powai,Mumbai,"107,17,97,77,102",900,Mughlai
1560,Powai,Mumbai,"53,25,76,104,67",200,Mughlai
1561,Powai,Mumbai,"19,101,8,111",700,Mughlai
1562,Powai,Mumbai,"59,11,90,23,46",1100,Mughlai
1563,Powai,Mumbai,"14,101,53",200,Mughlai
1564,Powai,Mumbai,"46,37,22",200,Mughlai
1565,Powai,Mumbai,"64,106,19,94,62",400,Mughlai
1566,Powai,Mumbai,"48,27",300,Mughlai
1567,Powai,Mumbai,"5,110,90,101",400,Mughlai
1568,Powai,Mumbai,"112,79,49,106",300,Mughlai
1569,Powai,Mumbai,"106,34",400,Mughlai
1570,Powai,Mumbai,"62,6",400,Mughlai
1571,Powai,Mumbai,"109,68",400,Mughlai
1572,Powai,Mumbai,"93,47,3",300,Mughlai
1573,Powai,Mumbai,"60,98,61,14",800,Mughlai
1574,Powai,Mumbai,"21,94,6",300,Mughlai
1575,Powai,Mumbai,"111,52,85,8",1100,Mughlai
1576,Powai,Mumbai,89,1100,Mughlai
1577,Powai,Mumbai,"38,77",500,Mughlai
1578,Powai,Mumbai,101,1100,Mughlai
1579,Powai,Mumbai,"11,46,108,77,100",200,Mughlai
1580,Powai,Mumbai,"55,60,98,19",400,Mughlai
1581,Powai,Mumbai,"37,60,63,56,108",800,Mughlai
1582,Powai,Mumbai,91,900,Mughlai
1583,Powai,Mumbai,"75,80,31,96",900,Mughlai
1584,Powai,Mumbai,112,1100,Mughlai
1585,Powai,Mumbai,"45,106,92,98,69",600,Mughlai
1586,Powai,Mumbai,"45,92,7,17",500,Mughlai
1587,Powai,Mumbai,4,900,Mughlai
1588,Powai,Mumbai,"32,92,65,57,78",700,Mughlai
1589,Powai,Mumbai,"105,60,30,95",500,Mughlai
1590,Powai,Mumbai,"102,9,45,28",1000,Mughlai
1591,Powai,Mumbai,"113,63,75,39,91",1000,Mughlai
1592,Powai,Mumbai,97,300,Mughlai
1593,Powai,Mumbai,17,300,Mughlai
1594,Powai,Mumbai,"95,99,103,33,112",500,Mughlai
1595,Powai,Mumbai,"51,70,2",800,Mughlai
1596,Powai,Mumbai,101,700,Mughlai
1597,Powai,Mumbai,"42,81,8",800,Mughlai
1598,Powai,Mumbai,65,900,Mughlai
1599,Powai,Mumbai,"49,66",400,Mughlai
1600,Powai,Mumbai,"34,40,108,62",1100,Mughlai
1601,Powai,Mumbai,"20,61",1100,Mughlai
1602,Powai,Mumbai,"55,18,9",100,Mughlai
1603,Powai,Mumbai,"50,18,28,6,52",600,Mughlai
1604,Powai,Mumbai,"34,61,70",400,Mughlai
1605,Powai,Mumbai,"39,108,101,34",700,Mughlai
1606,Powai,Mumbai,84,400,Mughlai
1607,Powai,Mumbai,"107,17,39",600,Mughlai
1608,Powai,Mumbai,89,900,Mughlai
1609,Powai,Mumbai,"15,12,97",400,Mughlai
1610,Powai,Mumbai,"35,51",300,Mughlai
1611,Powai,Mumbai,"34,109,44,94,77",100,Mughlai
1612,Powai,Mumbai,"1,90,88,97,61",200,Mughlai
1613,Powai,Mumbai,19,200,Mughlai
1614,Powai,Mumbai,81,1000,Mughlai
1615,Powai,Mumbai,26,700,Mughlai
1616,Powai,Mumbai,"71,104,39,11",300,Mughlai
1617,Powai,Mumbai,"85,99,69,64",300,Mughlai
1618,Powai,Mumbai,"70,71,39,61,46",100,Mughlai
1619,Powai,Mumbai,"28,98,7,104",600,Mughlai
1620,Powai,Mumbai,"31,22,56",300,Mughlai
1621,Powai,Mumbai,"15,14,82,87,18",700,Mughlai
1622,Powai,Mumbai,103,1000,Mughlai
1623,Powai,Mumbai,"57,24,90,10",200,Mughlai
1624,Powai,Mumbai,"40,78,56,108,52",500,Mughlai
1625,Powai,Mumbai,"106,44,2,62,84",1100,Mughlai
1626,Powai,Mumbai,"21,106,32",800,Mughlai
1627,Powai,Mumbai,"51,8,78,83,10",900,Mughlai
1628,Powai,Mumbai,"79,5",500,Mughlai
1629,Powai,Mumbai,"49,31",200,Mughlai
1630,Powai,Mumbai,"40,47,77",300,Mughlai
1631,Powai,Mumbai,"70,27,46,34,32",500,Mughlai
1632,Powai,Mumbai,"68,14,78,79",200,Mughlai
1633,Powai,Mumbai,"89,43,12,11",200,Mughlai
1634,Powai,Mumbai,"85,80,70,65",400,Mughlai
1635,Powai,Mumbai,"56,7,41",700,Mughlai
1636,Powai,Mumbai,"8,52,87,36,30",300,Mughlai
1637,Powai,Mumbai,"85,39,30,75",500,Mughlai
1638,Powai,Mumbai,"22,105,79",900,Mughlai
1639,Powai,Mumbai,"43,14",900,Mughlai
1640,Powai,Mumbai,21,500,Mughlai
1641,Powai,Mumbai,"21,112,92,49,113",300,Mughlai
1642,Powai,Mumbai,"89,8,55,85,62",100,Mughlai
1643,Powai,Mumbai,"74,55,113,88,51",900,Mughlai
1644,Powai,Mumbai,"42,87,90",900,Mughlai
1645,Powai,Mumbai,"4,52",400,Mughlai
1646,Powai,Mumbai,"58,47,83",500,Mughlai
1647,Powai,Mumbai,"73,17,70,24,104",600,Mughlai
1648,Powai,Mumbai,"97,80,72,65",700,Mughlai
1649,Powai,Mumbai,20,1000,Mughlai
1650,Powai,Mumbai,"113,63",600,Mughlai
1651,Powai,Mumbai,"112,51,85",900,Mughlai
1652,Powai,Mumbai,72,800,Mughlai
1653,Powai,Mumbai,"46,30,52,80,110",1000,Mughlai
1654,Powai,Mumbai,"100,0,88,86",600,Mughlai
1655,Powai,Mumbai,"96,57,55",100,Mughlai
1656,Powai,Mumbai,"27,40,79,83",800,Mughlai
1657,Powai,Mumbai,"39,99,18",400,Mughlai
1658,Powai,Mumbai,6,1000,Mughlai
1659,Powai,Mumbai,"11,71",100,Mughlai
1660,Powai,Mumbai,"84,21,89",400,Mughlai
1661,Powai,Mumbai,"69,20,38,89",1000,Mughlai
1662,Powai,Mumbai,"35,98,38",400,Mughlai
1663,Powai,Mumbai,"20,51,106,32",600,Mughlai
1664,Powai,Mumbai,"106,67,30,82,83",300,Mughlai
1665,Powai,Mumbai,9112,500,Mughlai
1666,Powai,Mumbai,"89,51,105,6,82",600,Mughlai
1667,Powai,Mumbai,"23,76,97",500,Mughlai
1668,Powai,Mumbai,"20,21,0,93",1100,Mughlai
1669,Powai,Mumbai,"55,27,75,80",300,Mughlai
1670,Powai,Mumbai,"111,4",700,Mughlai
1671,Powai,Mumbai,"93,95,3",900,Mughlai
1672,Powai,Mumbai,"65,12,75,46",100,Mughlai
1673,Powai,Mumbai,"106,67,17,91,64",100,Mughlai
1674,Powai,Mumbai,"72,22,97",1100,Mughlai
1675,Powai,Mumbai,"24,11",200,Mughlai
1676,Powai,Mumbai,"106,113,65",900,Mughlai
1677,Powai,Mumbai,46,300,Mughlai
1678,Powai,Mumbai,"99,44,79,16",1100,Mughlai
1679,Powai,Mumbai,9,900,Mughlai
1680,Powai,Mumbai,"84,100,75,13,4",900,Mughlai
1681,Powai,Mumbai,32,200,Mughlai
1682,Powai,Mumbai,"113,43",500,Mughlai
1683,Powai,Mumbai,"5,43,111",1100,Mughlai
1684,Powai,Mumbai,"88,46",100,Mughlai
1685,Powai,Mumbai,"9,52,14",1100,Mughlai
1686,Powai,Mumbai,"10,20,72,42,102",1000,Mughlai
1687,Powai,Mumbai,"81,90,60,89,44",1100,Mughlai
1688,Powai,Mumbai,"74,54",1100,Mughlai
1689,Powai,Mumbai,"85,18",1000,Mughlai
1690,Powai,Mumbai,"101,45,39,83",400,Mughlai
1691,Powai,Mumbai,73,900,Mughlai
1692,Powai,Mumbai,"17,105,26,34",300,Mughlai
1693,Powai,Mumbai,"18,86,73",800,Mughlai
1694,Powai,Mumbai,"72,57,56,17,109",600,Mughlai
1695,Powai,Mumbai,"109,48",400,Mughlai
1696,Powai,Mumbai,"36,55,76,31,0",200,Mughlai
1697,Powai,Mumbai,"25,65",1000,Mughlai
1698,Powai,Mumbai,62,700,Mughlai
1699,Powai,Mumbai,2,500,Mughlai
1700,Powai,Mumbai,"30,77,60,80",600,Mughlai
1701,Powai,Mumbai,11104,200,Mughlai
1702,Powai,Mumbai,"59,92",500,Mughlai
1703,Powai,Mumbai,"76,64,47,56",400,Mughlai
1704,Powai,Mumbai,88112,100,Mughlai
1705,Powai,Mumbai,"52,42,85",500,Mughlai
1706,Powai,Mumbai,45107,900,Mughlai
1707,Powai,Mumbai,"26,14,66,74,9",500,Mughlai
1708,Powai,Mumbai,95,500,Mughlai
1709,Powai,Mumbai,"15,67",1000,Mughlai
1710,Powai,Mumbai,92,800,Mughlai
1711,Powai,Mumbai,"67,8,41,25",1000,Mughlai
1712,Powai,Mumbai,"46,79,28,86,16",100,Mughlai
1713,Powai,Mumbai,"8,108,69,102",400,Mughlai
1714,Powai,Mumbai,55,600,Mughlai
1715,Powai,Mumbai,"90,53,101",700,Mughlai
1716,Powai,Mumbai,"72,14,74,5",500,Mughlai
1717,Powai,Mumbai,"110,68,24,56",500,Mughlai
1718,Powai,Mumbai,"113,34,33,16,50",300,Mughlai
1719,Powai,Mumbai,"36,30,57,34,101",900,Mughlai
1720,Powai,Mumbai,"76,35,43",100,Mughlai
1721,Powai,Mumbai,"17,8",500,Mughlai
1722,Powai,Mumbai,"96,16,29",400,Mughlai
1723,Powai,Mumbai,"4,65,72,80",1000,Mughlai
1724,Powai,Mumbai,"88,39",800,Mughlai
1725,Powai,Mumbai,"91,24,41",500,Mughlai
1726,Powai,Mumbai,68,1100,Mughlai
1727,Powai,Mumbai,"59,80,50",1000,Mughlai
1728,Powai,Mumbai,"36,88",900,Mughlai
1729,Powai,Mumbai,"59,74,108",100,Mughlai
1730,Powai,Mumbai,"14,28,11",1100,Mughlai
1731,Powai,Mumbai,"28,74,18,4,35",400,Mughlai
1732,Powai,Mumbai,"50,111,59,107",1100,Mughlai
1733,Powai,Mumbai,111,1000,Mughlai
1734,Powai,Mumbai,"106,15",100,Mughlai
1735,Powai,Mumbai,"83,80,58,22,9",100,Mughlai
1736,Powai,Mumbai,"93,9,73,75,46",600,Mughlai
1737,Powai,Mumbai,"73,101,27",200,Mughlai
1738,Powai,Mumbai,"66,47,33,42,99",200,Mughlai
1739,Powai,Mumbai,"25,108,34,52",400,Mughlai
1740,Powai,Mumbai,"10,16",200,Mughlai
1741,Powai,Mumbai,"64,65,69,97",1000,Mughlai
1742,Powai,Mumbai,"31,10,54",1100,Mughlai
1743,Powai,Mumbai,70,1000,Mughlai
1744,Powai,Mumbai,"35,31,74,14,37",800,Mughlai
1745,Powai,Mumbai,42,100,Mughlai
1746,Powai,Mumbai,"64,72,36",100,Mughlai
1747,Powai,Mumbai,"109,90,3",800,Mughlai
1748,Powai,Mumbai,"64,28,109",400,Mughlai
1749,Powai,Mumbai,"87,35",1100,Mughlai
1750,Powai,Mumbai,"11,96,55,29,51",800,Mughlai
1751,Powai,Mumbai,"95,47,71",1100,Mughlai
1752,Powai,Mumbai,5,100,Mughlai
1753,Powai,Mumbai,"54,64,73,6",200,Mughlai
1754,Powai,Mumbai,"109,72,6",100,Mughlai
1755,Powai,Mumbai,"98,67",800,Mughlai
1756,Powai,Mumbai,"73,70",1100,Mughlai
1757,Powai,Mumbai,"103,67,101,56",400,Mughlai
1758,Powai,Mumbai,"39,59",800,Mughlai
1759,Powai,Mumbai,"52,10,32",1000,Mughlai
1760,Powai,Mumbai,"110,10,86,62,31",200,Mughlai
1761,Powai,Mumbai,"28,47,100",900,Mughlai
1762,Powai,Mumbai,"5,24,32",400,Mughlai
1763,Powai,Mumbai,"49,46,67,81",800,Mughlai
1764,Powai,Mumbai,5,1000,Mughlai
1765,Powai,Mumbai,"84,98,34",900,Mughlai
1766,Powai,Mumbai,"48,76",600,Mughlai
1767,Powai,Mumbai,"22,67,107,36,72",100,Mughlai
1768,Powai,Mumbai,"67,55",1100,Mughlai
1769,Powai,Mumbai,"81,111,6,0",600,Mughlai
1770,Powai,Mumbai,"87,92",600,Mughlai
1771,Powai,Mumbai,"103,64",200,Mughlai
1772,Powai,Mumbai,"38,28,76,81",900,Mughlai
1773,Powai,Mumbai,63,1100,Mughlai
1774,Powai,Mumbai,"93,13",800,Mughlai
1775,Powai,Mumbai,"91,42,28,94",1000,Mughlai
1776,Powai,Mumbai,"88,73",1100,Mughlai
1777,Powai,Mumbai,"8,27",800,Mughlai
1778,Powai,Mumbai,"21,94,91",100,Mughlai
1779,Powai,Mumbai,"0,17,75,61",1000,Mughlai
1780,Powai,Mumbai,61111,1100,Mughlai
1781,Powai,Mumbai,"41,37",700,Mughlai
1782,Powai,Mumbai,"31,112,15",200,Mughlai
1783,Powai,Mumbai,"15,105,65,56,81",300,Mughlai
1784,Powai,Mumbai,"51,69,2,77",200,Mughlai
1785,Powai,Mumbai,"85,56,76,89,70",800,Mughlai
1786,Powai,Mumbai,"12,43",900,Mughlai
1787,Powai,Mumbai,"49,87,31,72,21",900,Mughlai
1788,Powai,Mumbai,55,600,Mughlai
1789,Powai,Mumbai,36,600,Mughlai
1790,Powai,Mumbai,"65,35,6",600,Mughlai
1791,Powai,Mumbai,27,1000,Mughlai
1792,Powai,Mumbai,"94,35,33,40",400,Mughlai
1793,Powai,Mumbai,"19,23",900,Mughlai
1794,Powai,Mumbai,"74,1,92,13,29",1000,Mughlai
1795,Powai,Mumbai,"99,100,102,42,21",600,Mughlai
1796,Powai,Mumbai,"15,46,89",200,Mughlai
1797,Powai,Mumbai,"112,23,110,38",200,Mughlai
1798,Powai,Mumbai,"38,56,95,75,85",600,Mughlai
1799,Powai,Mumbai,"16,0",300,Mughlai
1800,Powai,Mumbai,"67,40,111",1100,Mughlai
1801,Powai,Mumbai,"24,91,1,84",100,Mughlai
1802,Powai,Mumbai,61,500,Mughlai
1803,Powai,Mumbai,"71,5,46",300,Mughlai
1804,Powai,Mumbai,"53,76,12,38",600,Mughlai
1805,Powai,Mumbai,"92,54",300,Mughlai
1806,Powai,Mumbai,101,800,Mughlai
1807,Powai,Mumbai,"4,37",600,Mughlai
1808,Powai,Mumbai,"73,48,99",200,Mughlai
1809,Powai,Mumbai,"105,95,32,68,5",200,Mughlai
1810,Powai,Mumbai,"58,62,106,27,92",1000,Mughlai
1811,Powai,Mumbai,38,700,Mughlai
1812,Powai,Mumbai,"31,19,98,84,40",300,Mughlai
1813,Powai,Mumbai,"18,102,58,74",800,Mughlai
1814,Powai,Mumbai,"14,73,107,55",200,Mughlai
1815,Powai,Mumbai,59,600,Mughlai
1816,Powai,Mumbai,"40,51",300,Mughlai
1817,Powai,Mumbai,"107,86,76,18,26",400,Mughlai
1818,Powai,Mumbai,"13,57",600,Mughlai
1819,Powai,Mumbai,"78,81,98,45",500,Mughlai
1820,Powai,Mumbai,"51,1,29,63",700,Mughlai
1821,Powai,Mumbai,"32,60,96,39,42",300,Mughlai
1822,Powai,Mumbai,"1,31",800,Mughlai
1823,Powai,Mumbai,15,600,Mughlai
1824,Powai,Mumbai,"43,84,66",300,Mughlai
1825,Powai,Mumbai,"108,96,93",100,Mughlai
1826,Powai,Mumbai,73,300,Mughlai
1827,Powai,Mumbai,"90,12,36,15,100",300,Mughlai
1828,Powai,Mumbai,"38,77,111",600,Mughlai
1829,Powai,Mumbai,9,100,Mughlai
1830,Powai,Mumbai,"88,70,50,68,60",500,Mughlai
1831,Powai,Mumbai,"52,39,84,10",1000,Mughlai
1832,Powai,Mumbai,"90,21,44,60",200,Mughlai
1833,Powai,Mumbai,"89,92,103,43,57",200,Mughlai
1834,Powai,Mumbai,"37,69,111,102,73",600,Mughlai
1835,Powai,Mumbai,"67,85",1100,Mughlai
1836,Powai,Mumbai,25,700,Mughlai
1837,Powai,Mumbai,73,1100,Mughlai
1838,Powai,Mumbai,"32,89,61",1100,Mughlai
1839,Powai,Mumbai,36,900,Mughlai
1840,Powai,Mumbai,"18,43,25,33",1100,Mughlai
1841,Powai,Mumbai,"100,14",300,Mughlai
1842,Powai,Mumbai,"21,43,106,6,36",600,Mughlai
1843,Powai,Mumbai,49,1000,Mughlai
1844,Powai,Mumbai,45,400,Mughlai
1845,Powai,Mumbai,"29,108,13",300,Mughlai
1846,Powai,Mumbai,"15,46,36,24",800,Mughlai
1847,Powai,Mumbai,80107,900,Mughlai
1848,Powai,Mumbai,104,400,Mughlai
1849,Powai,Mumbai,"23,70,107,79,102",200,Mughlai
1850,Powai,Mumbai,"100,61",200,Mughlai
1851,Powai,Mumbai,"81,3",300,Mughlai
1852,Powai,Mumbai,"45,74,81",900,Mughlai
1853,Powai,Mumbai,"40,105,58,45,35",300,Mughlai
1854,Powai,Mumbai,111,600,Mughlai
1855,Powai,Mumbai,"52,34",500,Mughlai
1856,Powai,Mumbai,"24,23,87",700,Mughlai
1857,Powai,Mumbai,"40,95,75,5",600,Mughlai
1858,Powai,Mumbai,"22,104,89",500,Mughlai
1859,Powai,Mumbai,"65,20,47,42",900,Mughlai
1860,Powai,Mumbai,"43,105,37",200,Mughlai
1861,Powai,Mumbai,"54,52",1000,Mughlai
1862,Powai,Mumbai,57,1000,Mughlai
1863,Powai,Mumbai,31,1000,Mughlai
1864,Powai,Mumbai,"71,102,59,10,107",400,Mughlai
1865,Powai,Mumbai,40,400,Mughlai
1866,Powai,Mumbai,"35,5,59,110,52",1000,Mughlai
